"DISTRITO","UNIDADE","TRIMESTRE","VALOR","ESPECIALIDADE","AREA"
"Norte","CS SACO GRANDE","2013 Q3",1165,"Médico",334
"Centro","CS TRINDADE","2013 Q3",389,"Médico",854
"Norte","CS INGLESES","2013 Q3",736,"Médico",435
"Continente","CS MONTE CRISTO","2013 Q3",487,"Médico",45
"Norte","CS SACO GRANDE","2013 Q3",1161,"Médico",335
"Centro","CS TRINDADE","2013 Q3",84,"Médico",NA
"Norte","CS INGLESES","2013 Q3",971,"Médico",436
"Continente","CS MONTE CRISTO","2013 Q3",148,"Médico",46
"Norte","CS INGLESES","2013 Q3",228,"Médico",437
"Norte","CS INGLESES","2013 Q3",179,"Médico",438
"Continente","CS ABRAÃO","2013 Q4",456,"Médico",570
"Centro","CS AGRONÔMICA","2013 Q4",756,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2013 Q4",1215,"Médico",210
"Sul","CS ARMAÇÃO","2013 Q4",800,"Médico",240
"Continente","CS BALNEÁRIO","2013 Q4",455,"Médico",20
"Norte","CS BARRA DA LAGOA","2013 Q4",613,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4",762,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q4",583,"Médico",200
"Sul","CS CAMPECHE","2013 Q4",772,"Médico",280
"Norte","CS CANASVIEIRAS","2013 Q4",534,"Médico",380
"Sul","CS CANTO DA LAGOA","2013 Q4",586,"Médico",450
"Continente","CS CAPOEIRAS","2013 Q4",570,"Médico",60
"Sul","CS CARIANOS","2013 Q4",875,"Médico",270
"Centro","CS CENTRO","2013 Q4",825,"Médico",950
"Continente","CS COLONINHA","2013 Q4",733,"Médico",70
"Continente","CS COQUEIROS","2013 Q4",436,"Médico",600
"Centro","CS CÓRREGO GRANDE","2013 Q4",604,"Médico",170
"Sul","CS COSTA DA LAGOA","2013 Q4",478,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",708,"Médico",300
"Continente","CS ESTREITO","2013 Q4",568,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4",655,"Médico",780
"Centro","CS ITACORUBI","2013 Q4",607,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2013 Q4",78,"Médico",10
"Centro","CS JOÃO PAULO","2013 Q4",1000,"Médico",320
"Norte","CS JURERE","2013 Q4",703,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",668,"Médico",470
"Continente","CS MONTE CRISTO","2013 Q4",516,"Médico",40
"Centro","CS MONTE SERRAT","2013 Q4",680,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2013 Q4",513,"Médico",250
"Continente","CS NOVO CONTINENTE","2013 Q4",361,"Médico",100
"Centro","CS PANTANAL","2013 Q4",644,"Médico",160
"Sul","CS PANTANO DO SUL","2013 Q4",803,"Médico",230
"Norte","CS PONTA DAS CANAS","2013 Q4",601,"Médico",370
"Centro","CS PRAINHA","2013 Q4",349,"Médico",130
"Norte","CS RATONES","2013 Q4",516,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4",762,"Médico",220
"Sul","CS RIO TAVARES","2013 Q4",588,"Médico",290
"Norte","CS RIO VERMELHO","2013 Q4",757,"Médico",420
"Centro","CS SACO DOS LIMÕES","2013 Q4",369,"Médico",310
"Norte","CS SACO GRANDE","2013 Q4",873,"Médico",330
"Norte","CS SANTINHO","2013 Q4",494,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4",764,"Médico",360
"Continente","CS SAPE","2013 Q4",427,"Médico",30
"Sul","CS TAPERA","2013 Q4",940,"Médico",260
"Centro","CS TRINDADE","2013 Q4",446,"Médico",850
"Norte","CS VARGEM GRANDE","2013 Q4",137,"Médico",410
"Norte","CS VARGEM PEQUENA","2013 Q4",548,"Médico",340
"Continente","CS VILA APARECIDA","2013 Q4",338,"Médico",90
"Continente","CS ABRAÃO","2013 Q4",433,"Médico",571
"Centro","CS AGRONÔMICA","2013 Q4",582,"Médico",691
"Sul","CS ARMAÇÃO","2013 Q4",638,"Médico",241
"Continente","CS BALNEÁRIO","2013 Q4",523,"Médico",21
"Norte","CS BARRA DA LAGOA","2013 Q4",895,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4",602,"Médico",401
"Sul","CS CAMPECHE","2013 Q4",561,"Médico",281
"Norte","CS CANASVIEIRAS","2013 Q4",615,"Médico",381
"Continente","CS CAPOEIRAS","2013 Q4",471,"Médico",61
"Sul","CS CARIANOS","2013 Q4",1017,"Médico",271
"Centro","CS CENTRO","2013 Q4",483,"Médico",951
"Continente","CS COLONINHA","2013 Q4",646,"Médico",71
"Continente","CS COQUEIROS","2013 Q4",491,"Médico",601
"Centro","CS CÓRREGO GRANDE","2013 Q4",392,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",705,"Médico",301
"Continente","CS ESTREITO","2013 Q4",425,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4",765,"Médico",781
"Norte","CS INGLESES","2013 Q4",481,"Médico",431
"Centro","CS ITACORUBI","2013 Q4",740,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2013 Q4",61,"Médico",11
"Centro","CS JOÃO PAULO","2013 Q4",626,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",514,"Médico",471
"Continente","CS MONTE CRISTO","2013 Q4",708,"Médico",41
"Centro","CS MONTE SERRAT","2013 Q4",429,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2013 Q4",501,"Médico",251
"Continente","CS NOVO CONTINENTE","2013 Q4",304,"Médico",101
"Centro","CS PANTANAL","2013 Q4",507,"Médico",161
"Norte","CS PONTA DAS CANAS","2013 Q4",215,"Médico",371
"Centro","CS PRAINHA","2013 Q4",324,"Médico",131
"Norte","CS RATONES","2013 Q4",243,"Médico",351
"Sul","CS RIO TAVARES","2013 Q4",437,"Médico",291
"Norte","CS RIO VERMELHO","2013 Q4",662,"Médico",421
"Centro","CS SACO DOS LIMÕES","2013 Q4",550,"Médico",311
"Norte","CS SACO GRANDE","2013 Q4",817,"Médico",331
"Norte","CS SANTINHO","2013 Q4",658,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4",830,"Médico",361
"Continente","CS SAPE","2013 Q4",490,"Médico",31
"Sul","CS TAPERA","2013 Q4",904,"Médico",261
"Centro","CS TRINDADE","2013 Q4",544,"Médico",851
"Norte","CS VARGEM GRANDE","2013 Q4",0,"Médico",NA
"Continente","CS VILA APARECIDA","2013 Q4",217,"Médico",91
"Continente","CS ABRAÃO","2013 Q4",335,"Médico",572
"Centro","CS AGRONÔMICA","2013 Q4",587,"Médico",692
"Sul","CS ARMAÇÃO","2013 Q4",162,"Médico",242
"Norte","CS BARRA DA LAGOA","2013 Q4",214,"Médico",442
"Norte","CS CANASVIEIRAS","2013 Q4",433,"Médico",382
"Continente","CS CAPOEIRAS","2013 Q4",262,"Médico",62
"Sul","CS CARIANOS","2013 Q4",111,"Médico",272
"Centro","CS CENTRO","2013 Q4",576,"Médico",952
"Continente","CS COLONINHA","2013 Q4",776,"Médico",72
"Continente","CS COQUEIROS","2013 Q4",618,"Médico",602
"Centro","CS CÓRREGO GRANDE","2013 Q4",216,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",606,"Médico",302
"Continente","CS ESTREITO","2013 Q4",499,"Médico",82
"Norte","CS INGLESES","2013 Q4",849,"Médico",432
"Centro","CS ITACORUBI","2013 Q4",687,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",533,"Médico",472
"Continente","CS MONTE CRISTO","2013 Q4",312,"Médico",42
"Centro","CS MONTE SERRAT","2013 Q4",682,"Médico",122
"Continente","CS NOVO CONTINENTE","2013 Q4",314,"Médico",102
"Centro","CS PRAINHA","2013 Q4",414,"Médico",132
"Sul","CS RIO TAVARES","2013 Q4",198,"Médico",292
"Norte","CS RIO VERMELHO","2013 Q4",507,"Médico",422
"Centro","CS SACO DOS LIMÕES","2013 Q4",733,"Médico",312
"Norte","CS SACO GRANDE","2013 Q4",1001,"Médico",332
"Sul","CS TAPERA","2013 Q4",956,"Médico",262
"Centro","CS TRINDADE","2013 Q4",616,"Médico",852
"Centro","CS AGRONÔMICA","2013 Q4",614,"Médico",693
"Norte","CS CANASVIEIRAS","2013 Q4",378,"Médico",383
"Continente","CS ESTREITO","2013 Q4",562,"Médico",83
"Norte","CS INGLESES","2013 Q4",690,"Médico",433
"Centro","CS ITACORUBI","2013 Q4",444,"Médico",193
"Continente","CS MONTE CRISTO","2013 Q4",478,"Médico",43
"Sul","CS RIO TAVARES","2013 Q4",102,"Médico",293
"Norte","CS RIO VERMELHO","2013 Q4",592,"Médico",423
"Centro","CS SACO DOS LIMÕES","2013 Q4",120,"Médico",313
"Norte","CS SACO GRANDE","2013 Q4",737,"Médico",333
"Sul","CS TAPERA","2013 Q4",1022,"Médico",263
"Centro","CS TRINDADE","2013 Q4",502,"Médico",853
"Centro","CS SACO DOS LIMÕES","2013 Q4",6,"Médico",NA
"Norte","CS CANASVIEIRAS","2013 Q4",418,"Médico",384
"Norte","CS INGLESES","2013 Q4",385,"Médico",434
"Continente","CS MONTE CRISTO","2013 Q4",796,"Médico",44
"Norte","CS RIO VERMELHO","2013 Q4",321,"Médico",424
"Centro","CS SACO DOS LIMÕES","2013 Q4",63,"Médico",314
"Norte","CS SACO GRANDE","2013 Q4",842,"Médico",334
"Centro","CS TRINDADE","2013 Q4",405,"Médico",854
"Norte","CS INGLESES","2013 Q4",638,"Médico",435
"Continente","CS MONTE CRISTO","2013 Q4",485,"Médico",45
"Norte","CS SACO GRANDE","2013 Q4",944,"Médico",335
"Centro","CS TRINDADE","2013 Q4",72,"Médico",NA
"Norte","CS INGLESES","2013 Q4",890,"Médico",436
"Continente","CS MONTE CRISTO","2013 Q4",140,"Médico",46
"Norte","CS INGLESES","2013 Q4",201,"Médico",437
"Norte","CS INGLESES","2013 Q4",156,"Médico",438
"Continente","CS ABRAÃO","2014 Q1",581,"Médico",570
"Centro","CS AGRONÔMICA","2014 Q1",787,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2014 Q1",1318,"Médico",210
"Sul","CS ARMAÇÃO","2014 Q1",830,"Médico",240
"Continente","CS BALNEÁRIO","2014 Q1",432,"Médico",20
"Norte","CS BARRA DA LAGOA","2014 Q1",756,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1",753,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1",614,"Médico",200
"Sul","CS CAMPECHE","2014 Q1",785,"Médico",280
"Norte","CS CANASVIEIRAS","2014 Q1",605,"Médico",380
"Sul","CS CANTO DA LAGOA","2014 Q1",535,"Médico",450
"Continente","CS CAPOEIRAS","2014 Q1",661,"Médico",60
"Sul","CS CARIANOS","2014 Q1",878,"Médico",270
"Centro","CS CENTRO","2014 Q1",763,"Médico",950
"Continente","CS COLONINHA","2014 Q1",755,"Médico",70
"Continente","CS COQUEIROS","2014 Q1",410,"Médico",600
"Centro","CS CÓRREGO GRANDE","2014 Q1",593,"Médico",170
"Sul","CS COSTA DA LAGOA","2014 Q1",456,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",805,"Médico",300
"Continente","CS ESTREITO","2014 Q1",559,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1",671,"Médico",780
"Centro","CS ITACORUBI","2014 Q1",630,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2014 Q1",67,"Médico",10
"Centro","CS JOÃO PAULO","2014 Q1",1178,"Médico",320
"Norte","CS JURERE","2014 Q1",779,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",693,"Médico",470
"Continente","CS MONTE CRISTO","2014 Q1",675,"Médico",40
"Centro","CS MONTE SERRAT","2014 Q1",653,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2014 Q1",637,"Médico",250
"Continente","CS NOVO CONTINENTE","2014 Q1",407,"Médico",100
"Centro","CS PANTANAL","2014 Q1",646,"Médico",160
"Sul","CS PANTANO DO SUL","2014 Q1",1056,"Médico",230
"Norte","CS PONTA DAS CANAS","2014 Q1",719,"Médico",370
"Centro","CS PRAINHA","2014 Q1",537,"Médico",130
"Norte","CS RATONES","2014 Q1",499,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1",729,"Médico",220
"Sul","CS RIO TAVARES","2014 Q1",707,"Médico",290
"Norte","CS RIO VERMELHO","2014 Q1",864,"Médico",420
"Centro","CS SACO DOS LIMÕES","2014 Q1",453,"Médico",310
"Norte","CS SACO GRANDE","2014 Q1",852,"Médico",330
"Norte","CS SANTINHO","2014 Q1",534,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1",918,"Médico",360
"Continente","CS SAPE","2014 Q1",562,"Médico",30
"Sul","CS TAPERA","2014 Q1",1020,"Médico",260
"Centro","CS TRINDADE","2014 Q1",474,"Médico",850
"Norte","CS VARGEM GRANDE","2014 Q1",173,"Médico",410
"Norte","CS VARGEM PEQUENA","2014 Q1",630,"Médico",340
"Continente","CS VILA APARECIDA","2014 Q1",305,"Médico",90
"Continente","CS ABRAÃO","2014 Q1",410,"Médico",571
"Centro","CS AGRONÔMICA","2014 Q1",591,"Médico",691
"Sul","CS ARMAÇÃO","2014 Q1",578,"Médico",241
"Continente","CS BALNEÁRIO","2014 Q1",536,"Médico",21
"Norte","CS BARRA DA LAGOA","2014 Q1",1008,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1",651,"Médico",401
"Sul","CS CAMPECHE","2014 Q1",656,"Médico",281
"Norte","CS CANASVIEIRAS","2014 Q1",766,"Médico",381
"Continente","CS CAPOEIRAS","2014 Q1",528,"Médico",61
"Sul","CS CARIANOS","2014 Q1",912,"Médico",271
"Centro","CS CENTRO","2014 Q1",372,"Médico",951
"Continente","CS COLONINHA","2014 Q1",747,"Médico",71
"Continente","CS COQUEIROS","2014 Q1",539,"Médico",601
"Centro","CS CÓRREGO GRANDE","2014 Q1",422,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",860,"Médico",301
"Continente","CS ESTREITO","2014 Q1",549,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1",669,"Médico",781
"Norte","CS INGLESES","2014 Q1",587,"Médico",431
"Centro","CS ITACORUBI","2014 Q1",733,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2014 Q1",74,"Médico",11
"Centro","CS JOÃO PAULO","2014 Q1",663,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",608,"Médico",471
"Continente","CS MONTE CRISTO","2014 Q1",769,"Médico",41
"Centro","CS MONTE SERRAT","2014 Q1",414,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2014 Q1",814,"Médico",251
"Continente","CS NOVO CONTINENTE","2014 Q1",330,"Médico",101
"Centro","CS PANTANAL","2014 Q1",518,"Médico",161
"Norte","CS PONTA DAS CANAS","2014 Q1",267,"Médico",371
"Centro","CS PRAINHA","2014 Q1",517,"Médico",131
"Norte","CS RATONES","2014 Q1",257,"Médico",351
"Sul","CS RIO TAVARES","2014 Q1",536,"Médico",291
"Norte","CS RIO VERMELHO","2014 Q1",789,"Médico",421
"Centro","CS SACO DOS LIMÕES","2014 Q1",686,"Médico",311
"Norte","CS SACO GRANDE","2014 Q1",1009,"Médico",331
"Norte","CS SANTINHO","2014 Q1",689,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1",1095,"Médico",361
"Continente","CS SAPE","2014 Q1",586,"Médico",31
"Sul","CS TAPERA","2014 Q1",1012,"Médico",261
"Centro","CS TRINDADE","2014 Q1",546,"Médico",851
"Norte","CS VARGEM GRANDE","2014 Q1",0,"Médico",NA
"Continente","CS VILA APARECIDA","2014 Q1",200,"Médico",91
"Continente","CS ABRAÃO","2014 Q1",296,"Médico",572
"Centro","CS AGRONÔMICA","2014 Q1",679,"Médico",692
"Sul","CS ARMAÇÃO","2014 Q1",196,"Médico",242
"Norte","CS BARRA DA LAGOA","2014 Q1",240,"Médico",442
"Norte","CS CANASVIEIRAS","2014 Q1",561,"Médico",382
"Continente","CS CAPOEIRAS","2014 Q1",316,"Médico",62
"Sul","CS CARIANOS","2014 Q1",118,"Médico",272
"Centro","CS CENTRO","2014 Q1",477,"Médico",952
"Continente","CS COLONINHA","2014 Q1",826,"Médico",72
"Continente","CS COQUEIROS","2014 Q1",617,"Médico",602
"Centro","CS CÓRREGO GRANDE","2014 Q1",241,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",656,"Médico",302
"Continente","CS ESTREITO","2014 Q1",528,"Médico",82
"Norte","CS INGLESES","2014 Q1",988,"Médico",432
"Centro","CS ITACORUBI","2014 Q1",634,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",617,"Médico",472
"Continente","CS MONTE CRISTO","2014 Q1",375,"Médico",42
"Centro","CS MONTE SERRAT","2014 Q1",695,"Médico",122
"Continente","CS NOVO CONTINENTE","2014 Q1",290,"Médico",102
"Centro","CS PRAINHA","2014 Q1",724,"Médico",132
"Sul","CS RIO TAVARES","2014 Q1",240,"Médico",292
"Norte","CS RIO VERMELHO","2014 Q1",536,"Médico",422
"Centro","CS SACO DOS LIMÕES","2014 Q1",821,"Médico",312
"Norte","CS SACO GRANDE","2014 Q1",1125,"Médico",332
"Sul","CS TAPERA","2014 Q1",1150,"Médico",262
"Centro","CS TRINDADE","2014 Q1",590,"Médico",852
"Centro","CS AGRONÔMICA","2014 Q1",744,"Médico",693
"Norte","CS CANASVIEIRAS","2014 Q1",540,"Médico",383
"Continente","CS ESTREITO","2014 Q1",496,"Médico",83
"Norte","CS INGLESES","2014 Q1",848,"Médico",433
"Centro","CS ITACORUBI","2014 Q1",353,"Médico",193
"Continente","CS MONTE CRISTO","2014 Q1",482,"Médico",43
"Sul","CS RIO TAVARES","2014 Q1",125,"Médico",293
"Norte","CS RIO VERMELHO","2014 Q1",629,"Médico",423
"Centro","CS SACO DOS LIMÕES","2014 Q1",124,"Médico",313
"Norte","CS SACO GRANDE","2014 Q1",820,"Médico",333
"Sul","CS TAPERA","2014 Q1",1141,"Médico",263
"Centro","CS TRINDADE","2014 Q1",432,"Médico",853
"Centro","CS SACO DOS LIMÕES","2014 Q1",4,"Médico",NA
"Norte","CS CANASVIEIRAS","2014 Q1",579,"Médico",384
"Norte","CS INGLESES","2014 Q1",560,"Médico",434
"Continente","CS MONTE CRISTO","2014 Q1",903,"Médico",44
"Norte","CS RIO VERMELHO","2014 Q1",410,"Médico",424
"Centro","CS SACO DOS LIMÕES","2014 Q1",74,"Médico",314
"Norte","CS SACO GRANDE","2014 Q1",1025,"Médico",334
"Centro","CS TRINDADE","2014 Q1",410,"Médico",854
"Norte","CS INGLESES","2014 Q1",851,"Médico",435
"Continente","CS MONTE CRISTO","2014 Q1",553,"Médico",45
"Norte","CS SACO GRANDE","2014 Q1",983,"Médico",335
"Centro","CS TRINDADE","2014 Q1",82,"Médico",NA
"Norte","CS INGLESES","2014 Q1",1037,"Médico",436
"Continente","CS MONTE CRISTO","2014 Q1",187,"Médico",46
"Norte","CS INGLESES","2014 Q1",251,"Médico",437
"Norte","CS INGLESES","2014 Q1",184,"Médico",438
"Continente","CS ABRAÃO","2014 Q2",550,"Médico",570
"Centro","CS AGRONÔMICA","2014 Q2",769,"Médico",690
"Sul","CS ALTO RIBEIRÃO","2014 Q2",1485,"Médico",210
"Sul","CS ARMAÇÃO","2014 Q2",765,"Médico",240
"Continente","CS BALNEÁRIO","2014 Q2",458,"Médico",20
"Norte","CS BARRA DA LAGOA","2014 Q2",665,"Médico",440
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2",810,"Médico",400
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q2",538,"Médico",200
"Sul","CS CAMPECHE","2014 Q2",686,"Médico",280
"Norte","CS CANASVIEIRAS","2014 Q2",584,"Médico",380
"Sul","CS CANTO DA LAGOA","2014 Q2",634,"Médico",450
"Continente","CS CAPOEIRAS","2014 Q2",424,"Médico",60
"Sul","CS CARIANOS","2014 Q2",724,"Médico",270
"Centro","CS CENTRO","2014 Q2",899,"Médico",950
"Continente","CS COLONINHA","2014 Q2",679,"Médico",70
"Continente","CS COQUEIROS","2014 Q2",463,"Médico",600
"Centro","CS CÓRREGO GRANDE","2014 Q2",608,"Médico",170
"Sul","CS COSTA DA LAGOA","2014 Q2",503,"Médico",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2",776,"Médico",300
"Continente","CS ESTREITO","2014 Q2",525,"Médico",80
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2",705,"Médico",780
"Centro","CS ITACORUBI","2014 Q2",532,"Médico",190
"Continente","CS JARDIM ATLÂNTICO","2014 Q2",332,"Médico",10
"Centro","CS JOÃO PAULO","2014 Q2",1091,"Médico",320
"Norte","CS JURERE","2014 Q2",669,"Médico",390
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2",810,"Médico",470
"Continente","CS MONTE CRISTO","2014 Q2",710,"Médico",40
"Centro","CS MONTE SERRAT","2014 Q2",728,"Médico",120
"Sul","CS MORRO DAS PEDRAS","2014 Q2",575,"Médico",250
"Continente","CS NOVO CONTINENTE","2014 Q2",404,"Médico",100
"Centro","CS PANTANAL","2014 Q2",758,"Médico",160
"Sul","CS PANTANO DO SUL","2014 Q2",995,"Médico",230
"Norte","CS PONTA DAS CANAS","2014 Q2",665,"Médico",370
"Centro","CS PRAINHA","2014 Q2",509,"Médico",130
"Norte","CS RATONES","2014 Q2",552,"Médico",350
"Sul","CS RIBEIRÃO DA ILHA","2014 Q2",871,"Médico",220
"Sul","CS RIO TAVARES","2014 Q2",980,"Médico",290
"Norte","CS RIO VERMELHO","2014 Q2",845,"Médico",420
"Centro","CS SACO DOS LIMÕES","2014 Q2",444,"Médico",310
"Norte","CS SACO GRANDE","2014 Q2",326,"Médico",330
"Norte","CS SANTINHO","2014 Q2",530,"Médico",980
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2",732,"Médico",360
"Continente","CS SAPE","2014 Q2",440,"Médico",30
"Sul","CS TAPERA","2014 Q2",1137,"Médico",260
"Centro","CS TRINDADE","2014 Q2",432,"Médico",850
"Norte","CS VARGEM GRANDE","2014 Q2",159,"Médico",410
"Norte","CS VARGEM PEQUENA","2014 Q2",599,"Médico",340
"Continente","CS VILA APARECIDA","2014 Q2",463,"Médico",90
"Continente","CS ABRAÃO","2014 Q2",460,"Médico",571
"Centro","CS AGRONÔMICA","2014 Q2",675,"Médico",691
"Sul","CS ARMAÇÃO","2014 Q2",634,"Médico",241
"Continente","CS BALNEÁRIO","2014 Q2",530,"Médico",21
"Norte","CS BARRA DA LAGOA","2014 Q2",956,"Médico",441
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2",714,"Médico",401
"Sul","CS CAMPECHE","2014 Q2",538,"Médico",281
"Norte","CS CANASVIEIRAS","2014 Q2",742,"Médico",381
"Continente","CS CAPOEIRAS","2014 Q2",420,"Médico",61
"Sul","CS CARIANOS","2014 Q2",932,"Médico",271
"Centro","CS CENTRO","2014 Q2",455,"Médico",951
"Continente","CS COLONINHA","2014 Q2",678,"Médico",71
"Continente","CS COQUEIROS","2014 Q2",644,"Médico",601
"Centro","CS CÓRREGO GRANDE","2014 Q2",512,"Médico",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2",809,"Médico",301
"Continente","CS ESTREITO","2014 Q2",582,"Médico",81
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2",792,"Médico",781
"Norte","CS INGLESES","2014 Q2",559,"Médico",431
"Centro","CS ITACORUBI","2014 Q2",762,"Médico",191
"Continente","CS JARDIM ATLÂNTICO","2014 Q2",265,"Médico",11
"Centro","CS JOÃO PAULO","2014 Q2",633,"Médico",321
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2",734,"Médico",471
"Continente","CS MONTE CRISTO","2014 Q2",713,"Médico",41
"Centro","CS MONTE SERRAT","2014 Q2",499,"Médico",121
"Sul","CS MORRO DAS PEDRAS","2014 Q2",745,"Médico",251
"Continente","CS NOVO CONTINENTE","2014 Q2",144,"Médico",101
"Centro","CS PANTANAL","2014 Q2",566,"Médico",161
"Norte","CS PONTA DAS CANAS","2014 Q2",234,"Médico",371
"Centro","CS PRAINHA","2014 Q2",420,"Médico",131
"Norte","CS RATONES","2014 Q2",281,"Médico",351
"Sul","CS RIO TAVARES","2014 Q2",614,"Médico",291
"Norte","CS RIO VERMELHO","2014 Q2",883,"Médico",421
"Centro","CS SACO DOS LIMÕES","2014 Q2",643,"Médico",311
"Norte","CS SACO GRANDE","2014 Q2",1009,"Médico",331
"Norte","CS SANTINHO","2014 Q2",547,"Médico",981
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2",891,"Médico",361
"Continente","CS SAPE","2014 Q2",463,"Médico",31
"Sul","CS TAPERA","2014 Q2",1034,"Médico",261
"Centro","CS TRINDADE","2014 Q2",470,"Médico",851
"Norte","CS VARGEM GRANDE","2014 Q2",2,"Médico",NA
"Continente","CS VILA APARECIDA","2014 Q2",270,"Médico",91
"Continente","CS ABRAÃO","2014 Q2",390,"Médico",572
"Centro","CS AGRONÔMICA","2014 Q2",696,"Médico",692
"Sul","CS ARMAÇÃO","2014 Q2",143,"Médico",242
"Norte","CS BARRA DA LAGOA","2014 Q2",208,"Médico",442
"Norte","CS CANASVIEIRAS","2014 Q2",469,"Médico",382
"Continente","CS CAPOEIRAS","2014 Q2",252,"Médico",62
"Sul","CS CARIANOS","2014 Q2",99,"Médico",272
"Centro","CS CENTRO","2014 Q2",675,"Médico",952
"Continente","CS COLONINHA","2014 Q2",661,"Médico",72
"Continente","CS COQUEIROS","2014 Q2",662,"Médico",602
"Centro","CS CÓRREGO GRANDE","2014 Q2",227,"Médico",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2",605,"Médico",302
"Continente","CS ESTREITO","2014 Q2",583,"Médico",82
"Norte","CS INGLESES","2014 Q2",806,"Médico",432
"Centro","CS ITACORUBI","2014 Q2",733,"Médico",192
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2",831,"Médico",472
"Continente","CS MONTE CRISTO","2014 Q2",393,"Médico",42
"Centro","CS MONTE SERRAT","2014 Q2",692,"Médico",122
"Continente","CS NOVO CONTINENTE","2014 Q2",179,"Médico",102
"Centro","CS PRAINHA","2014 Q2",675,"Médico",132
"Sul","CS RIO TAVARES","2014 Q2",308,"Médico",292
"Norte","CS RIO VERMELHO","2014 Q2",584,"Médico",422
"Centro","CS SACO DOS LIMÕES","2014 Q2",842,"Médico",312
"Norte","CS SACO GRANDE","2014 Q2",1061,"Médico",332
