"DISTRITO","UNIDADE","TRIMESTRE","ESPECIALIDADE","VALOR"
"Centro","CS CENTRO","2013 Q4","Enfermeiro",1176
"Continente","CS COLONINHA","2013 Q4","Enfermeiro",668
"Continente","CS COQUEIROS","2013 Q4","Enfermeiro",887
"Centro","CS CÓRREGO GRANDE","2013 Q4","Enfermeiro",670
"Sul","CS COSTA DA LAGOA","2013 Q4","Enfermeiro",99
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4","Enfermeiro",1033
"Continente","CS ESTREITO","2013 Q4","Enfermeiro",754
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4","Enfermeiro",662
"Norte","CS INGLESES","2013 Q4","Enfermeiro",1515
"Centro","CS ITACORUBI","2013 Q4","Enfermeiro",1090
"Continente","CS JARDIM ATLÂNTICO","2013 Q4","Enfermeiro",169
"Centro","CS JOÃO PAULO","2013 Q4","Enfermeiro",917
"Norte","CS JURERE","2013 Q4","Enfermeiro",218
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4","Enfermeiro",460
"Continente","CS MONTE CRISTO","2013 Q4","Enfermeiro",1747
"Centro","CS MONTE SERRAT","2013 Q4","Enfermeiro",1491
"Sul","CS MORRO DAS PEDRAS","2013 Q4","Enfermeiro",611
"Continente","CS NOVO CONTINENTE","2013 Q4","Enfermeiro",441
"Centro","CS PANTANAL","2013 Q4","Enfermeiro",634
"Sul","CS PANTANO DO SUL","2013 Q4","Enfermeiro",278
"Norte","CS PONTA DAS CANAS","2013 Q4","Enfermeiro",315
"Centro","CS PRAINHA","2013 Q4","Enfermeiro",1307
"Norte","CS RATONES","2013 Q4","Enfermeiro",246
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4","Enfermeiro",249
"Sul","CS RIO TAVARES","2013 Q4","Enfermeiro",496
"Norte","CS RIO VERMELHO","2013 Q4","Enfermeiro",806
"Centro","CS SACO DOS LIMÕES","2013 Q4","Enfermeiro",1342
"Norte","CS SACO GRANDE","2013 Q4","Enfermeiro",2297
"Norte","CS SANTINHO","2013 Q4","Enfermeiro",474
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4","Enfermeiro",328
"Continente","CS SAPE","2013 Q4","Enfermeiro",352
"Sul","CS TAPERA","2013 Q4","Enfermeiro",1662
"Centro","CS TRINDADE","2013 Q4","Enfermeiro",947
"Norte","CS VARGEM GRANDE","2013 Q4","Enfermeiro",63
"Norte","CS VARGEM PEQUENA","2013 Q4","Enfermeiro",145
"Continente","CS VILA APARECIDA","2013 Q4","Enfermeiro",345
"Continente","CS ABRAÃO","2014 Q1","Enfermeiro",576
"Centro","CS AGRONÔMICA","2014 Q1","Enfermeiro",1414
"Sul","CS ALTO RIBEIRÃO","2014 Q1","Enfermeiro",406
"Sul","CS ARMAÇÃO","2014 Q1","Enfermeiro",792
"Continente","CS BALNEÁRIO","2014 Q1","Enfermeiro",415
"Norte","CS BARRA DA LAGOA","2014 Q1","Enfermeiro",610
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1","Enfermeiro",443
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1","Enfermeiro",277
"Sul","CS CAMPECHE","2014 Q1","Enfermeiro",1199
"Norte","CS CANASVIEIRAS","2014 Q1","Enfermeiro",1114
"Sul","CS CANTO DA LAGOA","2014 Q1","Enfermeiro",160
"Continente","CS CAPOEIRAS","2014 Q1","Enfermeiro",778
"Sul","CS CARIANOS","2014 Q1","Enfermeiro",693
"Centro","CS CENTRO","2014 Q1","Enfermeiro",1558
"Continente","CS COLONINHA","2014 Q1","Enfermeiro",573
"Continente","CS COQUEIROS","2014 Q1","Enfermeiro",781
"Centro","CS CÓRREGO GRANDE","2014 Q1","Enfermeiro",845
"Sul","CS COSTA DA LAGOA","2014 Q1","Enfermeiro",102
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1","Enfermeiro",1175
"Continente","CS ESTREITO","2014 Q1","Enfermeiro",752
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1","Enfermeiro",900
"Norte","CS INGLESES","2014 Q1","Enfermeiro",1836
"Centro","CS ITACORUBI","2014 Q1","Enfermeiro",1386
"Continente","CS JARDIM ATLÂNTICO","2014 Q1","Enfermeiro",117
"Centro","CS JOÃO PAULO","2014 Q1","Enfermeiro",925
"Norte","CS JURERE","2014 Q1","Enfermeiro",243
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1","Enfermeiro",1010
"Continente","CS MONTE CRISTO","2014 Q1","Enfermeiro",2003
"Centro","CS MONTE SERRAT","2014 Q1","Enfermeiro",1575
"Sul","CS MORRO DAS PEDRAS","2014 Q1","Enfermeiro",718
"Continente","CS NOVO CONTINENTE","2014 Q1","Enfermeiro",465
"Centro","CS PANTANAL","2014 Q1","Enfermeiro",714
"Sul","CS PANTANO DO SUL","2014 Q1","Enfermeiro",173
"Norte","CS PONTA DAS CANAS","2014 Q1","Enfermeiro",212
"Centro","CS PRAINHA","2014 Q1","Enfermeiro",1629
"Norte","CS RATONES","2014 Q1","Enfermeiro",197
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1","Enfermeiro",192
"Sul","CS RIO TAVARES","2014 Q1","Enfermeiro",511
"Norte","CS RIO VERMELHO","2014 Q1","Enfermeiro",1093
"Centro","CS SACO DOS LIMÕES","2014 Q1","Enfermeiro",1643
"Norte","CS SACO GRANDE","2014 Q1","Enfermeiro",3221
"Norte","CS SANTINHO","2014 Q1","Enfermeiro",538
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1","Enfermeiro",481
"Continente","CS SAPE","2014 Q1","Enfermeiro",360
"Sul","CS TAPERA","2014 Q1","Enfermeiro",2479
"Centro","CS TRINDADE","2014 Q1","Enfermeiro",1520
"Norte","CS VARGEM GRANDE","2014 Q1","Enfermeiro",78
"Norte","CS VARGEM PEQUENA","2014 Q1","Enfermeiro",168
"Continente","CS VILA APARECIDA","2014 Q1","Enfermeiro",296
"Continente","CS ABRAÃO","2014 Q2","Enfermeiro",610
"Centro","CS AGRONÔMICA","2014 Q2","Enfermeiro",1859
"Sul","CS ALTO RIBEIRÃO","2014 Q2","Enfermeiro",379
"Sul","CS ARMAÇÃO","2014 Q2","Enfermeiro",1003
"Continente","CS BALNEÁRIO","2014 Q2","Enfermeiro",423
"Norte","CS BARRA DA LAGOA","2014 Q2","Enfermeiro",601
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2","Enfermeiro",584
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q2","Enfermeiro",287
"Sul","CS CAMPECHE","2014 Q2","Enfermeiro",1183
"Norte","CS CANASVIEIRAS","2014 Q2","Enfermeiro",1469
"Sul","CS CANTO DA LAGOA","2014 Q2","Enfermeiro",204
"Continente","CS CAPOEIRAS","2014 Q2","Enfermeiro",631
"Sul","CS CARIANOS","2014 Q2","Enfermeiro",952
"Centro","CS CENTRO","2014 Q2","Enfermeiro",1486
"Continente","CS COLONINHA","2014 Q2","Enfermeiro",729
"Continente","CS COQUEIROS","2014 Q2","Enfermeiro",1048
"Centro","CS CÓRREGO GRANDE","2014 Q2","Enfermeiro",782
"Sul","CS COSTA DA LAGOA","2014 Q2","Enfermeiro",85
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2","Enfermeiro",1263
"Continente","CS ESTREITO","2014 Q2","Enfermeiro",821
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2","Enfermeiro",702
"Norte","CS INGLESES","2014 Q2","Enfermeiro",2591
"Centro","CS ITACORUBI","2014 Q2","Enfermeiro",1542
"Continente","CS JARDIM ATLÂNTICO","2014 Q2","Enfermeiro",207
"Centro","CS JOÃO PAULO","2014 Q2","Enfermeiro",1125
"Norte","CS JURERE","2014 Q2","Enfermeiro",289
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2","Enfermeiro",1269
"Continente","CS MONTE CRISTO","2014 Q2","Enfermeiro",2087
"Centro","CS MONTE SERRAT","2014 Q2","Enfermeiro",1303
"Sul","CS MORRO DAS PEDRAS","2014 Q2","Enfermeiro",696
"Continente","CS NOVO CONTINENTE","2014 Q2","Enfermeiro",884
"Centro","CS PANTANAL","2014 Q2","Enfermeiro",720
"Sul","CS PANTANO DO SUL","2014 Q2","Enfermeiro",242
"Norte","CS PONTA DAS CANAS","2014 Q2","Enfermeiro",147
"Centro","CS PRAINHA","2014 Q2","Enfermeiro",1428
"Norte","CS RATONES","2014 Q2","Enfermeiro",335
"Sul","CS RIBEIRÃO DA ILHA","2014 Q2","Enfermeiro",234
"Sul","CS RIO TAVARES","2014 Q2","Enfermeiro",654
"Norte","CS RIO VERMELHO","2014 Q2","Enfermeiro",1341
"Centro","CS SACO DOS LIMÕES","2014 Q2","Enfermeiro",1713
"Norte","CS SACO GRANDE","2014 Q2","Enfermeiro",2739
"Norte","CS SANTINHO","2014 Q2","Enfermeiro",549
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2","Enfermeiro",520
"Continente","CS SAPE","2014 Q2","Enfermeiro",498
"Sul","CS TAPERA","2014 Q2","Enfermeiro",2275
"Centro","CS TRINDADE","2014 Q2","Enfermeiro",1805
"Norte","CS VARGEM GRANDE","2014 Q2","Enfermeiro",97
"Norte","CS VARGEM PEQUENA","2014 Q2","Enfermeiro",106
"Continente","CS VILA APARECIDA","2014 Q2","Enfermeiro",242
"Continente","CS ABRAÃO","2014 Q3","Enfermeiro",756
"Centro","CS AGRONÔMICA","2014 Q3","Enfermeiro",2120
"Sul","CS ALTO RIBEIRÃO","2014 Q3","Enfermeiro",351
"Sul","CS ARMAÇÃO","2014 Q3","Enfermeiro",1044
"Continente","CS BALNEÁRIO","2014 Q3","Enfermeiro",368
"Norte","CS BARRA DA LAGOA","2014 Q3","Enfermeiro",699
"Norte","CS CACHOEIRA BOM JESUS","2014 Q3","Enfermeiro",549
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q3","Enfermeiro",344
"Sul","CS CAMPECHE","2014 Q3","Enfermeiro",1503
"Norte","CS CANASVIEIRAS","2014 Q3","Enfermeiro",1254
"Sul","CS CANTO DA LAGOA","2014 Q3","Enfermeiro",251
"Continente","CS CAPOEIRAS","2014 Q3","Enfermeiro",481
"Sul","CS CARIANOS","2014 Q3","Enfermeiro",896
"Centro","CS CENTRO","2014 Q3","Enfermeiro",1417
"Continente","CS COLONINHA","2014 Q3","Enfermeiro",630
"Continente","CS COQUEIROS","2014 Q3","Enfermeiro",1099
"Centro","CS CÓRREGO GRANDE","2014 Q3","Enfermeiro",686
"Sul","CS COSTA DA LAGOA","2014 Q3","Enfermeiro",120
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q3","Enfermeiro",2058
"Continente","CS ESTREITO","2014 Q3","Enfermeiro",725
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q3","Enfermeiro",812
"Norte","CS INGLESES","2014 Q3","Enfermeiro",2858
"Centro","CS ITACORUBI","2014 Q3","Enfermeiro",1555
"Continente","CS JARDIM ATLÂNTICO","2014 Q3","Enfermeiro",249
"Centro","CS JOÃO PAULO","2014 Q3","Enfermeiro",1022
"Norte","CS JURERE","2014 Q3","Enfermeiro",346
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q3","Enfermeiro",1290
"Continente","CS MONTE CRISTO","2014 Q3","Enfermeiro",2033
"Centro","CS MONTE SERRAT","2014 Q3","Enfermeiro",1305
"Sul","CS MORRO DAS PEDRAS","2014 Q3","Enfermeiro",790
"Continente","CS NOVO CONTINENTE","2014 Q3","Enfermeiro",755
"Centro","CS PANTANAL","2014 Q3","Enfermeiro",900
"Sul","CS PANTANO DO SUL","2014 Q3","Enfermeiro",272
"Norte","CS PONTA DAS CANAS","2014 Q3","Enfermeiro",101
"Centro","CS PRAINHA","2014 Q3","Enfermeiro",1263
"Norte","CS RATONES","2014 Q3","Enfermeiro",218
"Sul","CS RIBEIRÃO DA ILHA","2014 Q3","Enfermeiro",124
"Sul","CS RIO TAVARES","2014 Q3","Enfermeiro",593
"Norte","CS RIO VERMELHO","2014 Q3","Enfermeiro",1727
"Centro","CS SACO DOS LIMÕES","2014 Q3","Enfermeiro",1828
"Norte","CS SACO GRANDE","2014 Q3","Enfermeiro",3140
"Norte","CS SANTINHO","2014 Q3","Enfermeiro",691
"Norte","CS SANTO ANTONIO LISBOA","2014 Q3","Enfermeiro",747
"Continente","CS SAPE","2014 Q3","Enfermeiro",512
"Sul","CS TAPERA","2014 Q3","Enfermeiro",2512
"Centro","CS TRINDADE","2014 Q3","Enfermeiro",2494
"Norte","CS VARGEM GRANDE","2014 Q3","Enfermeiro",95
"Norte","CS VARGEM PEQUENA","2014 Q3","Enfermeiro",155
"Continente","CS VILA APARECIDA","2014 Q3","Enfermeiro",251
"Continente","CS ABRAÃO","2014 Q4","Enfermeiro",528
"Centro","CS AGRONÔMICA","2014 Q4","Enfermeiro",1701
"Sul","CS ALTO RIBEIRÃO","2014 Q4","Enfermeiro",390
"Sul","CS ARMAÇÃO","2014 Q4","Enfermeiro",1071
"Continente","CS BALNEÁRIO","2014 Q4","Enfermeiro",302
"Norte","CS BARRA DA LAGOA","2014 Q4","Enfermeiro",663
"Norte","CS CACHOEIRA BOM JESUS","2014 Q4","Enfermeiro",481
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q4","Enfermeiro",183
"Sul","CS CAMPECHE","2014 Q4","Enfermeiro",1398
"Norte","CS CANASVIEIRAS","2014 Q4","Enfermeiro",1554
"Sul","CS CANTO DA LAGOA","2014 Q4","Enfermeiro",169
"Continente","CS CAPOEIRAS","2014 Q4","Enfermeiro",450
"Sul","CS CARIANOS","2014 Q4","Enfermeiro",680
"Centro","CS CENTRO","2014 Q4","Enfermeiro",1151
"Continente","CS COLONINHA","2014 Q4","Enfermeiro",504
"Continente","CS COQUEIROS","2014 Q4","Enfermeiro",1091
"Centro","CS CÓRREGO GRANDE","2014 Q4","Enfermeiro",694
"Sul","CS COSTA DA LAGOA","2014 Q4","Enfermeiro",115
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q4","Enfermeiro",1375
"Continente","CS ESTREITO","2014 Q4","Enfermeiro",861
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q4","Enfermeiro",817
"Norte","CS INGLESES","2014 Q4","Enfermeiro",2528
"Centro","CS ITACORUBI","2014 Q4","Enfermeiro",1588
"Continente","CS JARDIM ATLÂNTICO","2014 Q4","Enfermeiro",174
"Centro","CS JOÃO PAULO","2014 Q4","Enfermeiro",1081
"Norte","CS JURERE","2014 Q4","Enfermeiro",335
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q4","Enfermeiro",1093
"Continente","CS MONTE CRISTO","2014 Q4","Enfermeiro",2186
"Centro","CS MONTE SERRAT","2014 Q4","Enfermeiro",1123
"Sul","CS MORRO DAS PEDRAS","2014 Q4","Enfermeiro",858
"Continente","CS NOVO CONTINENTE","2014 Q4","Enfermeiro",583
"Centro","CS PANTANAL","2014 Q4","Enfermeiro",868
"Sul","CS PANTANO DO SUL","2014 Q4","Enfermeiro",354
"Norte","CS PONTA DAS CANAS","2014 Q4","Enfermeiro",81
"Centro","CS PRAINHA","2014 Q4","Enfermeiro",1364
"Norte","CS RATONES","2014 Q4","Enfermeiro",298
"Sul","CS RIBEIRÃO DA ILHA","2014 Q4","Enfermeiro",277
"Sul","CS RIO TAVARES","2014 Q4","Enfermeiro",704
"Norte","CS RIO VERMELHO","2014 Q4","Enfermeiro",1619
"Centro","CS SACO DOS LIMÕES","2014 Q4","Enfermeiro",1176
"Norte","CS SACO GRANDE","2014 Q4","Enfermeiro",2590
"Norte","CS SANTINHO","2014 Q4","Enfermeiro",732
"Norte","CS SANTO ANTONIO LISBOA","2014 Q4","Enfermeiro",820
"Continente","CS SAPE","2014 Q4","Enfermeiro",486
"Sul","CS TAPERA","2014 Q4","Enfermeiro",1747
"Centro","CS TRINDADE","2014 Q4","Enfermeiro",2093
"Norte","CS VARGEM GRANDE","2014 Q4","Enfermeiro",264
"Norte","CS VARGEM PEQUENA","2014 Q4","Enfermeiro",152
"Continente","CS VILA APARECIDA","2014 Q4","Enfermeiro",327
"Continente","CS ABRAÃO","2015 Q1","Enfermeiro",767
"Centro","CS AGRONÔMICA","2015 Q1","Enfermeiro",1477
"Sul","CS ALTO RIBEIRÃO","2015 Q1","Enfermeiro",522
"Sul","CS ARMAÇÃO","2015 Q1","Enfermeiro",904
"Continente","CS BALNEÁRIO","2015 Q1","Enfermeiro",448
"Norte","CS BARRA DA LAGOA","2015 Q1","Enfermeiro",794
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","Enfermeiro",452
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","Enfermeiro",112
"Sul","CS CAMPECHE","2015 Q1","Enfermeiro",1429
"Norte","CS CANASVIEIRAS","2015 Q1","Enfermeiro",1390
"Sul","CS CANTO DA LAGOA","2015 Q1","Enfermeiro",82
"Continente","CS CAPOEIRAS","2015 Q1","Enfermeiro",317
"Sul","CS CARIANOS","2015 Q1","Enfermeiro",684
"Centro","CS CENTRO","2015 Q1","Enfermeiro",1169
"Continente","CS COLONINHA","2015 Q1","Enfermeiro",576
"Continente","CS COQUEIROS","2015 Q1","Enfermeiro",935
"Centro","CS CÓRREGO GRANDE","2015 Q1","Enfermeiro",651
"Sul","CS COSTA DA LAGOA","2015 Q1","Enfermeiro",123
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","Enfermeiro",1088
"Continente","CS ESTREITO","2015 Q1","Enfermeiro",713
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","Enfermeiro",594
"Norte","CS INGLESES","2015 Q1","Enfermeiro",2213
"Centro","CS ITACORUBI","2015 Q1","Enfermeiro",1453
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","Enfermeiro",143
"Centro","CS JOÃO PAULO","2015 Q1","Enfermeiro",1131
"Norte","CS JURERE","2015 Q1","Enfermeiro",373
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","Enfermeiro",1168
"Continente","CS MONTE CRISTO","2015 Q1","Enfermeiro",2572
"Centro","CS MONTE SERRAT","2015 Q1","Enfermeiro",1530
"Sul","CS MORRO DAS PEDRAS","2015 Q1","Enfermeiro",615
"Continente","CS NOVO CONTINENTE","2015 Q1","Enfermeiro",575
"Centro","CS PANTANAL","2015 Q1","Enfermeiro",809
"Sul","CS PANTANO DO SUL","2015 Q1","Enfermeiro",250
"Norte","CS PONTA DAS CANAS","2015 Q1","Enfermeiro",240
"Centro","CS PRAINHA","2015 Q1","Enfermeiro",1431
"Norte","CS RATONES","2015 Q1","Enfermeiro",266
"Sul","CS RIBEIRÃO DA ILHA","2015 Q1","Enfermeiro",124
"Sul","CS RIO TAVARES","2015 Q1","Enfermeiro",616
"Norte","CS RIO VERMELHO","2015 Q1","Enfermeiro",1621
"Centro","CS SACO DOS LIMÕES","2015 Q1","Enfermeiro",737
"Norte","CS SACO GRANDE","2015 Q1","Enfermeiro",2376
"Norte","CS SANTINHO","2015 Q1","Enfermeiro",745
"Norte","CS SANTO ANTONIO LISBOA","2015 Q1","Enfermeiro",701
"Continente","CS SAPE","2015 Q1","Enfermeiro",362
"Sul","CS TAPERA","2015 Q1","Enfermeiro",1254
"Centro","CS TRINDADE","2015 Q1","Enfermeiro",1866
"Norte","CS VARGEM GRANDE","2015 Q1","Enfermeiro",382
"Norte","CS VARGEM PEQUENA","2015 Q1","Enfermeiro",164
"Continente","CS VILA APARECIDA","2015 Q1","Enfermeiro",294
"Continente","CS ABRAÃO","2015 Q2","Enfermeiro",645
"Centro","CS AGRONÔMICA","2015 Q2","Enfermeiro",1194
"Sul","CS ALTO RIBEIRÃO","2015 Q2","Enfermeiro",273
"Sul","CS ARMAÇÃO","2015 Q2","Enfermeiro",1078
"Continente","CS BALNEÁRIO","2015 Q2","Enfermeiro",369
"Norte","CS BARRA DA LAGOA","2015 Q2","Enfermeiro",915
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","Enfermeiro",639
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q2","Enfermeiro",141
"Sul","CS CAMPECHE","2015 Q2","Enfermeiro",1089
"Norte","CS CANASVIEIRAS","2015 Q2","Enfermeiro",1381
"Sul","CS CANTO DA LAGOA","2015 Q2","Enfermeiro",206
"Continente","CS CAPOEIRAS","2015 Q2","Enfermeiro",458
"Sul","CS CARIANOS","2015 Q2","Enfermeiro",1046
"Centro","CS CENTRO","2015 Q2","Enfermeiro",1073
"Continente","CS COLONINHA","2015 Q2","Enfermeiro",489
"Continente","CS COQUEIROS","2015 Q2","Enfermeiro",949
"Centro","CS CÓRREGO GRANDE","2015 Q2","Enfermeiro",800
"Sul","CS COSTA DA LAGOA","2015 Q2","Enfermeiro",47
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q2","Enfermeiro",1455
"Continente","CS ESTREITO","2015 Q2","Enfermeiro",935
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q2","Enfermeiro",699
"Norte","CS INGLESES","2015 Q2","Enfermeiro",2421
"Centro","CS ITACORUBI","2015 Q2","Enfermeiro",1810
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","Enfermeiro",147
"Centro","CS JOÃO PAULO","2015 Q2","Enfermeiro",1170
"Norte","CS JURERE","2015 Q2","Enfermeiro",333
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","Enfermeiro",1490
"Continente","CS MONTE CRISTO","2015 Q2","Enfermeiro",2229
"Centro","CS MONTE SERRAT","2015 Q2","Enfermeiro",1218
"Sul","CS MORRO DAS PEDRAS","2015 Q2","Enfermeiro",792
"Continente","CS NOVO CONTINENTE","2015 Q2","Enfermeiro",889
"Centro","CS PANTANAL","2015 Q2","Enfermeiro",836
"Sul","CS PANTANO DO SUL","2015 Q2","Enfermeiro",202
"Norte","CS PONTA DAS CANAS","2015 Q2","Enfermeiro",308
"Centro","CS PRAINHA","2015 Q2","Enfermeiro",1100
"Norte","CS RATONES","2015 Q2","Enfermeiro",305
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","Enfermeiro",198
"Sul","CS RIO TAVARES","2015 Q2","Enfermeiro",670
"Norte","CS RIO VERMELHO","2015 Q2","Enfermeiro",1791
"Centro","CS SACO DOS LIMÕES","2015 Q2","Enfermeiro",892
"Norte","CS SACO GRANDE","2015 Q2","Enfermeiro",2799
"Norte","CS SANTINHO","2015 Q2","Enfermeiro",628
"Norte","CS SANTO ANTONIO LISBOA","2015 Q2","Enfermeiro",691
"Continente","CS SAPE","2015 Q2","Enfermeiro",237
"Sul","CS TAPERA","2015 Q2","Enfermeiro",1402
"Centro","CS TRINDADE","2015 Q2","Enfermeiro",1497
"Norte","CS VARGEM GRANDE","2015 Q2","Enfermeiro",443
"Norte","CS VARGEM PEQUENA","2015 Q2","Enfermeiro",163
"Continente","CS VILA APARECIDA","2015 Q2","Enfermeiro",320
"Continente","CS ABRAÃO","2015 Q3","Enfermeiro",1093
"Centro","CS AGRONÔMICA","2015 Q3","Enfermeiro",1471
"Sul","CS ALTO RIBEIRÃO","2015 Q3","Enfermeiro",497
"Sul","CS ARMAÇÃO","2015 Q3","Enfermeiro",1117
"Continente","CS BALNEÁRIO","2015 Q3","Enfermeiro",496
"Norte","CS BARRA DA LAGOA","2015 Q3","Enfermeiro",1384
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3","Enfermeiro",726
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3","Enfermeiro",275
"Sul","CS CAMPECHE","2015 Q3","Enfermeiro",1091
"Norte","CS CANASVIEIRAS","2015 Q3","Enfermeiro",1705
"Sul","CS CANTO DA LAGOA","2015 Q3","Enfermeiro",258
"Continente","CS CAPOEIRAS","2015 Q3","Enfermeiro",831
"Sul","CS CARIANOS","2015 Q3","Enfermeiro",1224
"Centro","CS CENTRO","2015 Q3","Enfermeiro",1408
"Continente","CS COLONINHA","2015 Q3","Enfermeiro",626
"Continente","CS COQUEIROS","2015 Q3","Enfermeiro",1094
"Centro","CS CÓRREGO GRANDE","2015 Q3","Enfermeiro",853
"Sul","CS COSTA DA LAGOA","2015 Q3","Enfermeiro",95
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q3","Enfermeiro",1743
"Continente","CS ESTREITO","2015 Q3","Enfermeiro",1188
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3","Enfermeiro",807
"Norte","CS INGLESES","2015 Q3","Enfermeiro",3301
"Centro","CS ITACORUBI","2015 Q3","Enfermeiro",2462
"Continente","CS JARDIM ATLÂNTICO","2015 Q3","Enfermeiro",199
"Centro","CS JOÃO PAULO","2015 Q3","Enfermeiro",1135
"Norte","CS JURERE","2015 Q3","Enfermeiro",363
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3","Enfermeiro",1454
"Continente","CS MONTE CRISTO","2015 Q3","Enfermeiro",3054
"Centro","CS MONTE SERRAT","2015 Q3","Enfermeiro",1342
"Sul","CS MORRO DAS PEDRAS","2015 Q3","Enfermeiro",884
"Continente","CS NOVO CONTINENTE","2015 Q3","Enfermeiro",860
"Centro","CS PANTANAL","2015 Q3","Enfermeiro",943
"Sul","CS PANTANO DO SUL","2015 Q3","Enfermeiro",256
"Norte","CS PONTA DAS CANAS","2015 Q3","Enfermeiro",528
"Centro","CS PRAINHA","2015 Q3","Enfermeiro",1529
"Norte","CS RATONES","2015 Q3","Enfermeiro",276
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3","Enfermeiro",309
"Sul","CS RIO TAVARES","2015 Q3","Enfermeiro",604
"Norte","CS RIO VERMELHO","2015 Q3","Enfermeiro",2201
"Centro","CS SACO DOS LIMÕES","2015 Q3","Enfermeiro",1003
"Norte","CS SACO GRANDE","2015 Q3","Enfermeiro",3662
"Norte","CS SANTINHO","2015 Q3","Enfermeiro",967
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3","Enfermeiro",882
"Continente","CS SAPE","2015 Q3","Enfermeiro",445
"Sul","CS TAPERA","2015 Q3","Enfermeiro",1539
"Centro","CS TRINDADE","2015 Q3","Enfermeiro",2567
"Norte","CS VARGEM GRANDE","2015 Q3","Enfermeiro",349
"Norte","CS VARGEM PEQUENA","2015 Q3","Enfermeiro",143
"Continente","CS VILA APARECIDA","2015 Q3","Enfermeiro",286
"Continente","CS ABRAÃO","2015 Q4","Enfermeiro",952
"Centro","CS AGRONÔMICA","2015 Q4","Enfermeiro",1192
"Sul","CS ALTO RIBEIRÃO","2015 Q4","Enfermeiro",423
"Sul","CS ARMAÇÃO","2015 Q4","Enfermeiro",871
"Continente","CS BALNEÁRIO","2015 Q4","Enfermeiro",569
"Norte","CS BARRA DA LAGOA","2015 Q4","Enfermeiro",1200
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4","Enfermeiro",676
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4","Enfermeiro",198
"Sul","CS CAMPECHE","2015 Q4","Enfermeiro",696
"Norte","CS CANASVIEIRAS","2015 Q4","Enfermeiro",1463
"Sul","CS CANTO DA LAGOA","2015 Q4","Enfermeiro",166
"Continente","CS CAPOEIRAS","2015 Q4","Enfermeiro",598
"Sul","CS CARIANOS","2015 Q4","Enfermeiro",1118
"Centro","CS CENTRO","2015 Q4","Enfermeiro",1350
"Continente","CS COLONINHA","2015 Q4","Enfermeiro",524
"Continente","CS COQUEIROS","2015 Q4","Enfermeiro",1060
"Centro","CS CÓRREGO GRANDE","2015 Q4","Enfermeiro",841
"Sul","CS COSTA DA LAGOA","2015 Q4","Enfermeiro",102
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4","Enfermeiro",1260
"Continente","CS ESTREITO","2015 Q4","Enfermeiro",1624
