"DISTRITO","UNIDADE","TRIMESTRE","TIPO","ESPECIALIDADE","VALOR"
"Continente","CS SAPE","2018 Q2","BIOPSIA_BOCA","Odontólogo",0
"Sul","CS TAPERA","2018 Q2","BIOPSIA_BOCA","Odontólogo",0
"Centro","CS TRINDADE","2018 Q2","BIOPSIA_BOCA","Odontólogo",0
"Norte","CS VARGEM GRANDE","2018 Q2","BIOPSIA_BOCA","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2018 Q2","BIOPSIA_BOCA","Odontólogo",0
"Continente","CS VILA APARECIDA","2018 Q2","BIOPSIA_BOCA","Odontólogo",0
"Continente","CS ABRAÃO","2018 Q2","RASPAGEM_SUB","Odontólogo",1
"Centro","CS AGRONÔMICA","2018 Q2","RASPAGEM_SUB","Odontólogo",3
"Sul","CS ALTO RIBEIRÃO","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS ARMAÇÃO","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Continente","CS BALNEÁRIO","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Norte","CS BARRA DA LAGOA","2018 Q2","RASPAGEM_SUB","Odontólogo",12
"Norte","CS CACHOEIRA BOM JESUS","2018 Q2","RASPAGEM_SUB","Odontólogo",3
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q2","RASPAGEM_SUB","Odontólogo",1
"Sul","CS CAMPECHE","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Norte","CS CANASVIEIRAS","2018 Q2","RASPAGEM_SUB","Odontólogo",24
"Sul","CS CANTO DA LAGOA","2018 Q2","RASPAGEM_SUB","Odontólogo",1
"Continente","CS CAPOEIRAS","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS CARIANOS","2018 Q2","RASPAGEM_SUB","Odontólogo",17
"Centro","CS CENTRO","2018 Q2","RASPAGEM_SUB","Odontólogo",5
"Continente","CS COLONINHA","2018 Q2","RASPAGEM_SUB","Odontólogo",15
"Continente","CS COQUEIROS","2018 Q2","RASPAGEM_SUB","Odontólogo",14
"Centro","CS CÓRREGO GRANDE","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS COSTA DA LAGOA","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q2","RASPAGEM_SUB","Odontólogo",14
"Continente","CS ESTREITO","2018 Q2","RASPAGEM_SUB","Odontólogo",10
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q2","RASPAGEM_SUB","Odontólogo",1
"Norte","CS INGLESES","2018 Q2","RASPAGEM_SUB","Odontólogo",125
"Centro","CS ITACORUBI","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Continente","CS JARDIM ATLÂNTICO","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Centro","CS JOÃO PAULO","2018 Q2","RASPAGEM_SUB","Odontólogo",17
"Norte","CS JURERE","2018 Q2","RASPAGEM_SUB","Odontólogo",45
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Continente","CS MONTE CRISTO","2018 Q2","RASPAGEM_SUB","Odontólogo",1
"Centro","CS MONTE SERRAT","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS MORRO DAS PEDRAS","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Continente","CS NOVO CONTINENTE","2018 Q2","RASPAGEM_SUB","Odontólogo",3
"Centro","CS PANTANAL","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS PANTANO DO SUL","2018 Q2","RASPAGEM_SUB","Odontólogo",1
"Norte","CS PONTA DAS CANAS","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Centro","CS PRAINHA","2018 Q2","RASPAGEM_SUB","Odontólogo",7
"Norte","CS RATONES","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Sul","CS RIBEIRÃO DA ILHA","2018 Q2","RASPAGEM_SUB","Odontólogo",2
"Sul","CS RIO TAVARES","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Norte","CS RIO VERMELHO","2018 Q2","RASPAGEM_SUB","Odontólogo",2
"Centro","CS SACO DOS LIMÕES","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Centro","CS SACO GRANDE","2018 Q2","RASPAGEM_SUB","Odontólogo",29
"Norte","CS SANTINHO","2018 Q2","RASPAGEM_SUB","Odontólogo",2
"Norte","CS SANTO ANTONIO LISBOA","2018 Q2","RASPAGEM_SUB","Odontólogo",33
"Continente","CS SAPE","2018 Q2","RASPAGEM_SUB","Odontólogo",14
"Sul","CS TAPERA","2018 Q2","RASPAGEM_SUB","Odontólogo",19
"Centro","CS TRINDADE","2018 Q2","RASPAGEM_SUB","Odontólogo",6
"Norte","CS VARGEM GRANDE","2018 Q2","RASPAGEM_SUB","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2018 Q2","RASPAGEM_SUB","Odontólogo",9
"Continente","CS VILA APARECIDA","2018 Q2","RASPAGEM_SUB","Odontólogo",8
"Continente","CS ABRAÃO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS AGRONÔMICA","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Sul","CS ALTO RIBEIRÃO","2018 Q2","ADAPT_PROTESE","Odontólogo",4
"Sul","CS ARMAÇÃO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS BALNEÁRIO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS BARRA DA LAGOA","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS CACHOEIRA BOM JESUS","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS CAMPECHE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS CANASVIEIRAS","2018 Q2","ADAPT_PROTESE","Odontólogo",2
"Sul","CS CANTO DA LAGOA","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Continente","CS CAPOEIRAS","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS CARIANOS","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Centro","CS CENTRO","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Continente","CS COLONINHA","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS COQUEIROS","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS CÓRREGO GRANDE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS COSTA DA LAGOA","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Continente","CS ESTREITO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS INGLESES","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Centro","CS ITACORUBI","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS JARDIM ATLÂNTICO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS JOÃO PAULO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS JURERE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS MONTE CRISTO","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Centro","CS MONTE SERRAT","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS MORRO DAS PEDRAS","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS NOVO CONTINENTE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS PANTANAL","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS PANTANO DO SUL","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Norte","CS PONTA DAS CANAS","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Centro","CS PRAINHA","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Norte","CS RATONES","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS RIBEIRÃO DA ILHA","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Sul","CS RIO TAVARES","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS RIO VERMELHO","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS SACO DOS LIMÕES","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS SACO GRANDE","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Norte","CS SANTINHO","2018 Q2","ADAPT_PROTESE","Odontólogo",2
"Norte","CS SANTO ANTONIO LISBOA","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS SAPE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Sul","CS TAPERA","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Centro","CS TRINDADE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS VARGEM GRANDE","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2018 Q2","ADAPT_PROTESE","Odontólogo",1
"Continente","CS VILA APARECIDA","2018 Q2","ADAPT_PROTESE","Odontólogo",0
"Continente","CS ABRAÃO","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2013 Q1","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2013 Q1","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2013 Q1","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2013 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2013 Q2","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2013 Q2","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2013 Q2","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2013 Q2","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2013 Q3","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2013 Q3","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2013 Q3","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2013 Q3","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS JURERE","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS MONTE CRISTO","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS MONTE SERRAT","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS MORRO DAS PEDRAS","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS NOVO CONTINENTE","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS PANTANAL","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS PANTANO DO SUL","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS PONTA DAS CANAS","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS PRAINHA","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS RATONES","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS RIO TAVARES","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS RIO VERMELHO","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS SACO DOS LIMÕES","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SACO GRANDE","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SANTINHO","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS SAPE","2013 Q4","CANTOPLASTIA","Médico",0
"Sul","CS TAPERA","2013 Q4","CANTOPLASTIA","Médico",0
"Centro","CS TRINDADE","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM GRANDE","2013 Q4","CANTOPLASTIA","Médico",0
"Norte","CS VARGEM PEQUENA","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS VILA APARECIDA","2013 Q4","CANTOPLASTIA","Médico",0
"Continente","CS ABRAÃO","2014 Q1","CANTOPLASTIA","Médico",0
"Centro","CS AGRONÔMICA","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ALTO RIBEIRÃO","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS ARMAÇÃO","2014 Q1","CANTOPLASTIA","Médico",0
"Continente","CS BALNEÁRIO","2014 Q1","CANTOPLASTIA","Médico",0
"Norte","CS BARRA DA LAGOA","2014 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CAMPECHE","2014 Q1","CANTOPLASTIA","Médico",0
"Norte","CS CANASVIEIRAS","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CANTO DA LAGOA","2014 Q1","CANTOPLASTIA","Médico",0
"Continente","CS CAPOEIRAS","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS CARIANOS","2014 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CENTRO","2014 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COLONINHA","2014 Q1","CANTOPLASTIA","Médico",0
"Continente","CS COQUEIROS","2014 Q1","CANTOPLASTIA","Médico",0
"Centro","CS CÓRREGO GRANDE","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTA DA LAGOA","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1","CANTOPLASTIA","Médico",0
"Continente","CS ESTREITO","2014 Q1","CANTOPLASTIA","Médico",0
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1","CANTOPLASTIA","Médico",0
"Norte","CS INGLESES","2014 Q1","CANTOPLASTIA","Médico",0
"Centro","CS ITACORUBI","2014 Q1","CANTOPLASTIA","Médico",0
"Continente","CS JARDIM ATLÂNTICO","2014 Q1","CANTOPLASTIA","Médico",0
"Centro","CS JOÃO PAULO","2014 Q1","CANTOPLASTIA","Médico",0
