"DISTRITO","UNIDADE","AREA","TRIMESTRE","PROCEDIMENTO","VALOR"
"Continente","CS ESTREITO","82","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",1
"Continente","CS ESTREITO","83","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",3
"Centro","CS TRINDADE","850","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",2
"Centro","CS TRINDADE","851","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",1
"Centro","CS TRINDADE","852","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",11
"Centro","CS TRINDADE","853","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",4
"Centro","CS TRINDADE","854","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",4
"Continente","CS VILA APARECIDA","90","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",1
"Centro","CS CENTRO","950","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",13
"Centro","CS CENTRO","951","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",4
"Centro","CS CENTRO","952","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV",5
"Continente","CS JARDIM ATLÂNTICO","10","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Continente","CS NOVO CONTINENTE","100","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS NOVO CONTINENTE","101","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS NOVO CONTINENTE","102","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS JARDIM ATLÂNTICO","11","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Centro","CS MONTE SERRAT","120","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS MONTE SERRAT","122","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS PRAINHA","130","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Centro","CS PRAINHA","131","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS PRAINHA","132","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Centro","CS PANTANAL","160","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",15
"Centro","CS PANTANAL","161","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Centro","CS CÓRREGO GRANDE","170","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Centro","CS CÓRREGO GRANDE","171","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Centro","CS ITACORUBI","190","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",30
"Centro","CS ITACORUBI","191","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",42
"Centro","CS ITACORUBI","192","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Centro","CS ITACORUBI","193","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Continente","CS BALNEÁRIO","20","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS CAIEIRA BARRA DO SUL","200","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS BALNEÁRIO","21","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS ALTO RIBEIRÃO","210","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS RIBEIRÃO DA ILHA","220","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS PANTANO DO SUL","230","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Sul","CS ARMAÇÃO","240","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS ARMAÇÃO","241","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS ARMAÇÃO","242","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS MORRO DAS PEDRAS","250","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS MORRO DAS PEDRAS","251","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS TAPERA","260","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",17
"Sul","CS TAPERA","261","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Sul","CS TAPERA","262","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",15
"Sul","CS TAPERA","263","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS CARIANOS","270","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS CARIANOS","271","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Sul","CS CARIANOS","272","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS CAMPECHE","280","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS CAMPECHE","281","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Sul","CS RIO TAVARES","291","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS SAPE","30","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Continente","CS SAPE","31","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Centro","CS SACO DOS LIMÕES","310","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Centro","CS SACO DOS LIMÕES","311","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS SACO DOS LIMÕES","312","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Centro","CS SACO DOS LIMÕES","313","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS SACO DOS LIMÕES","314","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS JOÃO PAULO","320","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS SACO GRANDE","330","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS SACO GRANDE","331","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS SACO GRANDE","332","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS SACO GRANDE","333","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS SACO GRANDE","334","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS SACO GRANDE","335","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RATONES","350","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Norte","CS RATONES","351","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS SANTO ANTONIO LISBOA","360","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS SANTO ANTONIO LISBOA","361","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS PONTA DAS CANAS","370","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS PONTA DAS CANAS","371","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS CANASVIEIRAS","380","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS CANASVIEIRAS","381","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS CANASVIEIRAS","382","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",15
"Norte","CS CANASVIEIRAS","383","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS CANASVIEIRAS","384","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS JURERE","390","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS MONTE CRISTO","40","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS CACHOEIRA BOM JESUS","400","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Norte","CS CACHOEIRA BOM JESUS","401","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Continente","CS MONTE CRISTO","41","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS VARGEM GRANDE","410","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Continente","CS MONTE CRISTO","42","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","420","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS RIO VERMELHO","421","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","422","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","423","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","424","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS INGLESES","431","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS INGLESES","432","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS INGLESES","433","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Norte","CS INGLESES","434","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS INGLESES","435","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS INGLESES","436","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS INGLESES","438","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS MONTE CRISTO","44","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS BARRA DA LAGOA","440","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS BARRA DA LAGOA","441","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS CANTO DA LAGOA","450","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS MONTE CRISTO","46","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS COSTA DA LAGOA","460","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","470","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS LAGOA DA CONCEIÇÃO","471","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS LAGOA DA CONCEIÇÃO","472","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Continente","CS ABRAÃO","570","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS ABRAÃO","571","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS ABRAÃO","572","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS CAPOEIRAS","60","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS COQUEIROS","600","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS COQUEIROS","601","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS COQUEIROS","602","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS CAPOEIRAS","61","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS CAPOEIRAS","62","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS AGRONÔMICA","690","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS AGRONÔMICA","691","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS AGRONÔMICA","692","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Centro","CS AGRONÔMICA","693","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS COLONINHA","70","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Continente","CS COLONINHA","71","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS COLONINHA","72","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Sul","CS FAZENDA DO RIO TAVARES","780","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS FAZENDA DO RIO TAVARES","781","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Continente","CS ESTREITO","80","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS ESTREITO","82","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS ESTREITO","83","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Centro","CS TRINDADE","850","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS TRINDADE","851","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS TRINDADE","852","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Centro","CS TRINDADE","853","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS TRINDADE","854","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Continente","CS VILA APARECIDA","90","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS CENTRO","950","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",17
"Centro","CS CENTRO","951","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS CENTRO","952","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Norte","CS SANTINHO","980","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS SANTINHO","981","2018 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS JARDIM ATLÂNTICO","10","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",12
"Continente","CS NOVO CONTINENTE","100","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS NOVO CONTINENTE","101","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS NOVO CONTINENTE","102","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS JARDIM ATLÂNTICO","11","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",13
"Centro","CS MONTE SERRAT","120","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS MONTE SERRAT","122","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS PRAINHA","130","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS PRAINHA","132","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Centro","CS PANTANAL","160","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",17
"Centro","CS PANTANAL","161","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS CÓRREGO GRANDE","170","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS CÓRREGO GRANDE","171","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS ITACORUBI","190","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",30
"Centro","CS ITACORUBI","191","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",40
"Centro","CS ITACORUBI","192","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Centro","CS ITACORUBI","193","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",19
"Continente","CS BALNEÁRIO","20","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CAIEIRA BARRA DO SUL","200","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS BALNEÁRIO","21","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS ALTO RIBEIRÃO","210","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS RIBEIRÃO DA ILHA","220","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS PANTANO DO SUL","230","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",13
"Sul","CS ARMAÇÃO","240","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS ARMAÇÃO","241","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS ARMAÇÃO","242","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS MORRO DAS PEDRAS","250","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS MORRO DAS PEDRAS","251","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS TAPERA","260","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",16
"Sul","CS TAPERA","261","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS TAPERA","262","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",13
"Sul","CS TAPERA","263","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CARIANOS","270","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CARIANOS","271","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",11
"Sul","CS CARIANOS","272","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAMPECHE","280","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",12
"Sul","CS CAMPECHE","281","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",9
"Sul","CS RIO TAVARES","291","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS SAPE","30","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS SAPE","31","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",20
"Centro","CS SACO DOS LIMÕES","310","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS SACO DOS LIMÕES","311","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS SACO DOS LIMÕES","312","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",13
"Centro","CS SACO DOS LIMÕES","313","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","314","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS JOÃO PAULO","320","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS JOÃO PAULO","321","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","330","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SACO GRANDE","331","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SACO GRANDE","332","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SACO GRANDE","333","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SACO GRANDE","334","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SACO GRANDE","335","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS RATONES","350","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",10
"Norte","CS RATONES","351","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS SANTO ANTONIO LISBOA","361","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS PONTA DAS CANAS","370","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS PONTA DAS CANAS","371","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CANASVIEIRAS","380","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Norte","CS CANASVIEIRAS","381","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS CANASVIEIRAS","382","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",14
"Norte","CS CANASVIEIRAS","383","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CANASVIEIRAS","384","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS JURERE","390","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS MONTE CRISTO","40","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS CACHOEIRA BOM JESUS","400","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",10
"Norte","CS CACHOEIRA BOM JESUS","401","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS MONTE CRISTO","41","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS VARGEM GRANDE","410","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",11
"Continente","CS MONTE CRISTO","42","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","420","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",9
"Norte","CS RIO VERMELHO","421","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS RIO VERMELHO","422","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS RIO VERMELHO","423","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","424","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS INGLESES","431","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS INGLESES","432","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS INGLESES","433","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Norte","CS INGLESES","434","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS INGLESES","436","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS INGLESES","438","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS BARRA DA LAGOA","440","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS BARRA DA LAGOA","441","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CANTO DA LAGOA","450","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","46","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","470","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS LAGOA DA CONCEIÇÃO","471","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","472","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS ABRAÃO","570","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","571","2018 Q2","TESTE RÁPIDO PARA SÍFILIS",3
