"DISTRITO","UNIDADE","TRIMESTRE","PROCEDIMENTO","VALOR"
"Sul","CS MORRO DAS PEDRAS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS NOVO CONTINENTE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS PANTANAL","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Sul","CS PANTANO DO SUL","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Norte","CS PONTA DAS CANAS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS PRAINHA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RATONES","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",31
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS RIO TAVARES","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS RIO VERMELHO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Centro","CS SACO DOS LIMÕES","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS SACO GRANDE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Norte","CS SANTINHO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",23
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS SAPE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS TAPERA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",22
"Centro","CS TRINDADE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Norte","CS VARGEM PEQUENA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS ABRAÃO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS AGRONÔMICA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",28
"Sul","CS ARMAÇÃO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS BALNEÁRIO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Norte","CS BARRA DA LAGOA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",24
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS CAMPECHE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Norte","CS CANASVIEIRAS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Sul","CS CANTO DA LAGOA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS CAPOEIRAS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Sul","CS CARIANOS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Centro","CS CENTRO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",28
"Continente","CS COLONINHA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",17
"Continente","CS COQUEIROS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Centro","CS CÓRREGO GRANDE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Continente","CS ESTREITO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",22
"Norte","CS INGLESES","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",18
"Centro","CS ITACORUBI","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",102
"Continente","CS JARDIM ATLÂNTICO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",30
"Centro","CS JOÃO PAULO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS JURERE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Continente","CS MONTE CRISTO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",21
"Centro","CS MONTE SERRAT","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS MORRO DAS PEDRAS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS PANTANAL","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Sul","CS PANTANO DO SUL","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",15
"Norte","CS PONTA DAS CANAS","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Centro","CS PRAINHA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS RATONES","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",30
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS RIO TAVARES","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",28
"Centro","CS SACO DOS LIMÕES","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",24
"Norte","CS SACO GRANDE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Norte","CS SANTINHO","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",46
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS SAPE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS TAPERA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",31
"Centro","CS TRINDADE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",25
"Norte","CS VARGEM GRANDE","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS VARGEM PEQUENA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS VILA APARECIDA","2017 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS ABRAÃO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS AGRONÔMICA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Sul","CS ALTO RIBEIRÃO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Sul","CS ARMAÇÃO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",16
"Continente","CS BALNEÁRIO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Norte","CS BARRA DA LAGOA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",17
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS CAMPECHE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Norte","CS CANASVIEIRAS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",22
"Sul","CS CANTO DA LAGOA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS CAPOEIRAS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Sul","CS CARIANOS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Centro","CS CENTRO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",38
"Continente","CS COLONINHA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",25
"Continente","CS COQUEIROS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Centro","CS CÓRREGO GRANDE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",36
"Continente","CS ESTREITO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",29
"Norte","CS INGLESES","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Centro","CS ITACORUBI","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",86
"Continente","CS JARDIM ATLÂNTICO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",29
"Centro","CS JOÃO PAULO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS JURERE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",36
"Continente","CS MONTE CRISTO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",25
"Centro","CS MONTE SERRAT","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Sul","CS MORRO DAS PEDRAS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Continente","CS NOVO CONTINENTE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Centro","CS PANTANAL","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",23
"Sul","CS PANTANO DO SUL","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Norte","CS PONTA DAS CANAS","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Centro","CS PRAINHA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Norte","CS RATONES","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",33
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS RIO TAVARES","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Norte","CS RIO VERMELHO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Centro","CS SACO DOS LIMÕES","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",30
"Norte","CS SACO GRANDE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",38
"Norte","CS SANTINHO","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS SAPE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",18
"Sul","CS TAPERA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Centro","CS TRINDADE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",24
"Norte","CS VARGEM GRANDE","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Norte","CS VARGEM PEQUENA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS VILA APARECIDA","2018 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS JARDIM ATLÂNTICO","2013 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","2014 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CANASVIEIRAS","2014 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","2014 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","2014 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","2014 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS TRINDADE","2014 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS VARGEM GRANDE","2014 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS ALTO RIBEIRÃO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAMPECHE","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CARIANOS","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CENTRO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS COQUEIROS","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ESTREITO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS ITACORUBI","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",16
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Continente","CS NOVO CONTINENTE","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS PANTANAL","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS PANTANO DO SUL","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS PONTA DAS CANAS","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS RIO VERMELHO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS SAPE","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS ALTO RIBEIRÃO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS BARRA DA LAGOA","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS CAMPECHE","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS COQUEIROS","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS ESTREITO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS ITACORUBI","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS JOÃO PAULO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS JURERE","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS MONTE SERRAT","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS NOVO CONTINENTE","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PANTANAL","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS PANTANO DO SUL","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS PONTA DAS CANAS","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIO TAVARES","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS SACO GRANDE","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SANTINHO","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS TRINDADE","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS VARGEM PEQUENA","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS AGRONÔMICA","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ALTO RIBEIRÃO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CAMPECHE","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS CANTO DA LAGOA","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS CAPOEIRAS","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CARIANOS","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS CENTRO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",9
"Norte","CS INGLESES","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS ITACORUBI","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS JARDIM ATLÂNTICO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS JURERE","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS MONTE CRISTO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS MORRO DAS PEDRAS","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS NOVO CONTINENTE","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS PANTANO DO SUL","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",9
"Norte","CS PONTA DAS CANAS","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",22
"Sul","CS RIO TAVARES","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS RIO VERMELHO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SANTINHO","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS TRINDADE","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS VARGEM GRANDE","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS AGRONÔMICA","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ALTO RIBEIRÃO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS ARMAÇÃO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS BALNEÁRIO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",27
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS CAMPECHE","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Norte","CS CANASVIEIRAS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CARIANOS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS CENTRO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",8
"Centro","CS CÓRREGO GRANDE","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS ESTREITO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",8
"Norte","CS INGLESES","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS ITACORUBI","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",16
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS MONTE CRISTO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS MORRO DAS PEDRAS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS NOVO CONTINENTE","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PANTANAL","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS PANTANO DO SUL","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",18
"Norte","CS PONTA DAS CANAS","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS PRAINHA","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS RIBEIRÃO DA ILHA","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS RIO TAVARES","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",13
"Centro","CS SACO DOS LIMÕES","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SACO GRANDE","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SANTINHO","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SANTO ANTONIO LISBOA","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS TRINDADE","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS VARGEM GRANDE","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS VARGEM PEQUENA","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS BARRA DA LAGOA","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS CAMPECHE","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Norte","CS CANASVIEIRAS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CANTO DA LAGOA","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
